R238726,R176578
R972946,R991127
R936856,R408880
R172233,R852542
R166684,R205103
R433456,R857506
R196478,R433189
R441678,R584291
R511691,R785589
R967814,R459992
R863803,R689311
R536493,R371455
R541547,R704488
R865114,R131668
R736689,R128297
R721873,R445092
R322714,R725507
R148643,R955339
R901389,R395942
R800207,R966779
R551687,R250990
R820721,R506770
R944804,R787811
R104900,R617219
R750630,R694329
R631245,R778817
R765424,R230628
R120488,R896640
R860935,R322096
R937459,R127302
R209500,R367979
R136950,R921405
R676851,R154567
R225326,R177645
R693162,R394404
R756027,R694647
R616147,R525547
R645024,R607425
R268341,R448363
R733744,R556344
R417532,R670722
R708228,R984452
R349535,R246031
R910285,R149807
R622870,R873197
R898568,R294438
R806459,R887579
R525491,R414476
R318677,R878756
R907908,R469865
R391752,R910201
R299254,R927246
R739144,R327708
R858993,R563869
R915475,R306350
R366007,R567391
R155583,R661054
R351942,R149688
R732614,R594846
R338497,R807543
R815466,R380066
R367484,R207654
R621392,R518232
R978933,R755760
R760402,R437051
R991300,R453818
R842822,R499039
R940943,R776144
R696583,R732549
R563700,R528522
R707945,R616641
R146902,R799673
R916199,R276651
R264658,R781982
R840903,R704596
R148510,R694408
R787196,R109526
R178861,R606736
R170633,R762039
R652957,R263212
R220078,R970534
R770840,R767400
R118319,R888379
R308792,R620647
R307925,R847536
R298123,R158578
R381419,R361986
R887603,R984723
R441095,R437220
R324659,R133837
R478101,R686830
R801343,R769306
R438807,R926834
R529286,R232660
R962307,R674619
R739276,R218573
R379991,R328620
R343657,R387569
R135968,R128076
R520551,R172996
R178635,R680338
R364541,R601318
R562507,R682811
R195803,R770124
R100963,R138849
R221569,R997927
R744213,R576494
R193489,R613884
R147817,R652893
R249642,R922390
R225132,R198102
R780969,R453099
R403046,R399605
R969260,R447028
R153251,R426828
R906230,R381931
R403866,R590240
R444482,R165091
R163072,R754956
R793910,R343429
R845316,R423649
R535204,R166192
R224224,R301796
R601582,R430312
R739836,R252459
R559491,R395774
R998728,R515468
R753598,R129526
R555016,R270094
R794282,R994353
R991130,R735621
R879028,R442089
R257755,R622201
R724035,R652110
R983348,R876612
R346223,R423150
R193204,R742642
R399341,R651683
R955463,R917401
R453058,R394012
R801673,R559575
R393819,R513936
R226124,R588554
R181687,R914664
R919767,R691025
R928789,R835325
R484718,R832525
R630119,R411600
R957817,R794632
R657556,R101243
R567405,R619262
R713368,R564497
R887789,R424470
R447786,R715575
R342157,R474681
R253272,R863340
R373982,R554397
R317400,R289373
R788429,R507181
R316698,R467997
R345074,R970580
R726855,R228211
R706287,R581277
R815966,R726499
R261841,R222507
R498191,R729882
R328930,R711584
R582513,R676976
R726343,R828185
R752273,R418514
R137510,R547806
R314215,R681000
R401661,R580719
R158183,R996902
R784001,R984559
R189246,R852685
R434915,R233128
R440068,R878034
R521344,R863454
R340805,R754196
R388151,R506081
R645245,R822056
R802305,R122121
R743633,R166930
R685647,R225173
R640919,R195348
R717768,R574150
R277633,R248343
R842415,R900214
R552417,R346289
R693872,R591639
R729070,R665322
R666848,R790914
R249496,R795048
R786195,R151729
R541279,R722313
R176930,R814246
R247373,R290666
R704280,R367276
R547118,R256759
R656463,R621682
R308763,R403671
R869029,R186782
R176216,R161726
R329314,R664247
R962230,R390696
R986482,R306965
R561848,R724617
R458104,R899548
R392262,R906272
R441950,R331077
R915280,R490897
R784600,R696953
R466490,R475975
R465684,R637443
R485370,R151447
R479129,R576757
R350186,R798742
R115682,R957348
R647888,R853178
R259592,R348794
R906173,R246770
R129001,R888692
R463104,R582510
R508409,R535554
R473493,R865191
R940861,R736076
R370270,R966762
R967069,R295894
R269287,R678568
R284356,R922423
R684811,R897825
R230962,R494726
R739271,R445981
R367557,R659441
R679804,R824503
R382119,R362161
R602811,R199296
R609380,R597683
R420615,R701581
R489755,R235727
R374724,R583697
R642515,R494586
R155114,R262632
R657549,R988052
R811282,R756202
R784509,R754960
R585135,R479255
R763645,R985078
R962857,R221146
R269533,R476032
R590514,R118059
R152633,R296257
R973158,R916449
R440699,R908195
R380384,R648431
R867165,R934506
R413777,R978068
R560310,R324546
R427981,R468214
R441165,R182679
R646528,R648146
R646857,R979959
R636531,R648457
R998998,R430585
R277159,R812736
R358394,R685833
R192110,R399897
R920152,R745727
R323492,R418026
R340244,R784053
R921610,R219144
R547984,R463277
R433779,R671315
R326727,R403684
R844772,R228491
R965973,R186177
R434441,R453642
R216039,R828901
R629846,R341402
R339923,R283327
R441168,R570656
R248974,R857824
R312927,R345945
R214927,R370294
R549866,R442880
R225192,R816947
R239794,R118546
R435945,R269205
R334939,R626784
R796703,R320072
R535533,R193069
R813456,R518352
R485979,R434469
R509670,R325726
R193822,R193004
R730389,R758352
R331543,R884078
R912485,R363588
R365080,R127781
R542753,R539125
R576847,R437032
R202129,R159011
R871456,R339991
R706947,R638596
R567705,R399695
R258631,R603710
R836558,R891591
R116077,R772872
R833038,R556368
R164834,R116686
R590376,R281547
R226257,R418924
R508414,R616865
R709020,R843371
R576267,R749883
R902524,R849847
R706042,R114039
R888171,R362884
R163093,R984437
R758446,R939869
R730966,R683325
R407166,R564394
R317681,R167214
R915193,R381056
R419937,R843595
R309481,R278648
R946481,R215913
R145215,R584444
R627096,R914472
R379817,R187750
R771790,R701645
R969387,R945978
R910088,R657665
R628660,R827174
R282065,R334732
R420255,R580268
R106036,R841470
R217361,R415482
R913286,R198759
R428914,R546666
R250440,R124843
R373036,R259956
R900068,R702374
R724407,R494153
R432378,R746928
R753341,R815421
R259546,R943675
R653144,R919095
R616793,R916193
R304467,R665951
R725735,R640015
R246664,R572202
R289718,R452991
R326974,R435093
R392870,R693249
R866756,R500164
R732788,R883984
R149191,R571799
R334825,R846290
R722730,R157095
R658898,R495852
R408419,R387868
R740139,R978775
R627495,R150867
R356410,R981842
R736006,R595181
R329240,R257424
R900728,R616344
R813555,R700937
R737597,R901724
R378131,R399799
R178444,R534228
R195312,R621297
R547235,R516585
R524500,R541903
R411796,R539696
R370478,R103660
R112940,R621268
R259356,R200709
R163495,R737263
R835531,R657592
R217432,R904782
R451475,R336630
R103397,R500720
R116679,R674444
R708542,R192523
R233830,R343644
R202261,R555093
R689498,R239564
R745960,R233391
R651227,R899970
R177908,R739374
R542946,R947380
R387593,R967501
R391272,R651572
R261322,R731119
R619127,R377662
R201262,R851185
R238260,R113679
R710161,R952995
R749731,R705510
R740781,R241965
R561997,R721414
R826027,R810669
R784371,R679158
R264640,R439367
R613907,R182658
R257717,R582469
R888221,R844403
R275646,R724301
R891487,R163208
R757733,R344159
R838271,R778656
R527368,R118585
R963898,R763635
R225324,R931705
R848434,R910904
R226605,R271434
R913885,R303159
R146875,R471734
R626445,R702785
R455672,R904764
R313142,R132429
R453517,R879746
R191891,R190792
R182780,R552484
R725489,R695043
R198769,R635265
R136438,R345208
R130267,R963465
R967166,R684808
R844497,R434664
R188012,R673627
R584312,R159941
R213882,R862956
R870129,R538306
R337195,R352569
R492997,R253105
R505665,R242291
R981917,R164390
R645302,R484856
R936575,R657779
R918189,R132898
R290147,R495642
R501119,R723673
R139739,R827029
R245962,R999263
R596564,R354517
R644055,R949655
R424606,R293050
R184653,R712880
R619130,R864682
R815530,R471638
R119190,R896817
R144878,R348462
R235740,R240351
R696902,R200026
R681418,R991517
R510653,R619507
R226570,R334751
R986850,R338337
R878839,R109892
R760280,R787836
R647844,R322558
R473164,R773540
R510376,R735459
R710211,R492234
R114048,R260356
R449019,R646994
R815649,R914532
R687797,R587244
R118723,R693766
R617997,R479379
R184265,R360991
R976500,R829940
R401458,R891742
R707708,R479324
R875338,R882156
R964423,R235113
R975689,R111195
R453486,R449096
R429187,R396646
R730048,R369586
R795557,R316258
R657102,R703829
R856196,R261141
R262139,R253387
R296297,R692529
R962140,R279322
R524774,R310817
R805461,R806252
R711939,R610198
R697825,R843682
R323251,R944508
R264708,R865011
R942896,R579159
R806326,R944441
R906498,R199758
R141888,R491676
R267562,R571791
R580574,R276436
R539075,R119298
R485777,R281977
R990010,R278581
R634773,R179092
R963771,R146264
R297214,R430513
R700363,R229374
R907192,R148863
R396383,R921141
R793646,R653988
R568954,R854866
R691603,R710358
R774372,R553478
R855806,R533498
R905792,R857606
R714685,R294868
R836505,R366765
R520130,R572947
R752141,R615896
R897940,R946600
R617530,R687204
R149339,R922541
R310685,R698195
R644427,R896131
R840957,R871928
R264597,R830865
R911287,R487953
R594690,R113664
R322908,R728998
R636311,R666299
R296960,R831450
R545531,R640665
R868326,R600887
R677228,R318798
R854425,R759136
R110689,R648397
R661804,R714809
R663903,R646273
R525750,R327720
R324046,R256410
R926765,R485175
R582286,R444128
R627192,R899312
R587382,R531995
R581711,R517225
R636471,R255184
R743530,R147962
R841177,R394963
R643981,R263905
R836915,R435424
R352877,R959797
R201726,R336661
R467500,R661584
R939368,R962807
R380091,R177666
R298120,R980374
R989537,R728256
R893512,R340761
R831852,R244846
R961544,R445796
R254358,R329826
R962875,R498077
R545936,R781342
R858846,R564376
R817613,R450912
R750364,R256028
R325460,R519102
R447533,R562132
R527537,R839505
R304954,R240171
R141089,R339204
R914601,R357420
R347116,R606746
R514717,R253692
R935015,R650896
R455221,R688727
R600114,R912516
R167737,R996009
R799518,R158396
R540492,R462395
R198744,R706796
R237893,R890880
R173123,R985530
R597090,R623299
R615198,R281923
R914446,R331119
R830306,R562912
R520684,R114024
R967511,R397218
R659728,R973556
R543619,R979238
R787774,R928389
R346238,R239215
R180249,R107366
R647493,R647550
R658853,R729371
R204229,R391520
R507460,R975514
R294483,R712361
R540932,R488425
R317746,R695527
R655034,R910423
R262725,R568609
R593396,R160176
R978815,R694098
R367292,R526344
R916624,R854489
R443513,R374636
R119473,R450625
R512032,R568663
R729926,R549537
R786349,R407327
R781516,R530428
R302561,R181580
R619020,R655638
R502663,R617945
R759575,R440955
R561899,R740502
R177879,R526775
R387241,R798690
R353894,R288908
R943491,R827248
R476037,R232853
R739098,R120246
R550698,R996994
R652017,R818266
R301905,R738033
R636504,R239366
R664498,R897272
R360697,R243679
R656799,R653957
R560256,R899998
R847147,R198430
R179238,R522156
R817447,R805993
R530773,R917399
R253205,R693595
R497732,R756476
R717761,R593563
R999681,R371388
R114459,R361045
R504056,R710239
R513171,R630825
R591357,R281451
R489681,R567266
R131354,R323176
R733880,R592711
R901441,R526166
R511159,R998712
R679535,R574344
R591957,R345178
R172178,R523603
R905334,R340532
R634951,R204663
R470086,R873886
R450658,R972445
R756392,R640987
R257050,R563179
R893843,R532473
R569771,R907876
R273174,R416792
R436544,R862579
R836789,R203953
R328573,R812532
R606857,R879157
R963686,R115807
R249427,R882954
R180185,R932606
R451927,R384072
R484798,R200322
R510873,R479703
R933364,R720964
R117749,R200532
R495846,R443831
R478276,R310802
R616463,R304166
R142148,R516237
R372794,R677724
R821311,R356175
R678407,R710546
R691833,R609029
R295336,R638181
R944032,R138308
R571141,R434646
R448369,R501725
R132919,R380756
R219399,R975128
R709258,R734652
R125370,R652255
R570839,R886142
R882330,R819344
R471225,R317065
R279303,R499003
R238652,R133037
R653079,R341568
R630443,R731386
R417789,R437276
R433253,R645879
R123099,R781721
R132411,R891816
R797982,R267224
R225968,R539560
R326322,R751674
R659649,R312340
R379716,R403750
R886126,R265203
R583936,R525070
R243858,R627508
R922651,R788035
R467694,R246287
R644225,R699003
R160762,R862850
R900137,R540320
R373543,R613076
R494241,R825582
R791333,R678326
R185745,R959779
R804146,R642125
R930367,R381430
R890702,R245679
R193505,R165554
R163398,R223677
R618895,R655030
R581474,R131797
R102326,R300311
R354426,R165839
R509274,R883804
R650632,R234404
R840670,R135263
R962543,R159339
R565992,R669446
R807609,R991880
R140263,R943998
R391969,R894443
R535017,R871872
R946620,R418076
R935916,R656809
R908740,R405492
R594042,R460659
R759370,R575768
R468429,R520390
R380403,R252188
R399402,R619461
R250891,R773420
R128314,R248811
R597958,R244478
R581688,R758253
R597882,R184885
R731197,R926003
R500547,R614255
R780759,R820727
R629110,R761845
R983845,R339323
R267474,R270163
R626776,R992565
R679680,R985988
R482017,R676170
R601224,R661206
R732570,R215761
R615693,R551858
R522090,R474804
R761601,R728706
R893384,R105657
R941757,R744876
R550225,R295659
R124887,R427194
R537143,R212594
R691949,R894233
R802198,R659135
R762228,R595688
R121884,R359986
R373008,R461071
R974545,R325734
R685993,R640465
R307695,R392663
R485659,R212957
R627000,R110285
R297226,R878197
R992318,R157354
R766512,R346275
R664413,R590384
R372647,R299166
R226749,R696246
R323749,R775909
R660004,R676116
R352527,R945782
R964971,R255454
R238529,R604687
R770264,R596399
R529570,R595863
R770109,R658665
R294689,R844161
R416743,R564101
R640573,R878269
R702400,R526051
R554870,R158404
R756135,R725954
R450248,R753175
R634177,R538865
R825015,R706321
R184249,R228422
R839918,R116933
R323090,R556537
R427033,R747854
R146206,R302463
R384412,R295402
R705606,R469922
R951721,R318539
R676996,R478471
R733143,R110823
R665607,R838975
R802183,R587620
R652529,R299322
R297156,R154459
R953845,R853188
R778499,R133205
R987142,R365035
R726905,R290634
R811499,R847519
R771619,R352301
R400274,R851448
R820708,R617436
R455104,R556670
R661157,R444062
R929415,R555393
R178591,R833725
R431083,R424929
R220432,R240892
R503823,R835980
R945326,R555251
R236597,R173207
R472893,R989620
R649108,R635458
R266063,R177943
R445393,R882946
R947845,R755360
R654603,R256545
R854577,R485356
R396322,R510166
R144201,R378399
R424475,R111601
R395157,R151418
R897114,R301158
R430621,R684391
R875716,R823364
R286843,R452850
R473092,R150992
R398869,R918312
R130873,R600350
R690862,R722180
R455620,R355068
R747685,R657795
R198951,R911403
R756994,R814944
R384044,R859311
R481255,R710571
R105017,R454212
R530517,R389200
R926716,R750048
R788487,R230832
R702679,R480845
R687750,R532207
R204944,R787906
R387071,R687206
R344611,R957873
R984730,R354573
R168104,R773204
R365835,R756339
R325124,R811349
R843450,R350175
R722440,R904682
R265297,R324924
R167117,R947263
R228888,R418099
R821107,R253040
R730900,R940989
R317437,R481510
R408263,R971970
R918622,R976146
R135386,R531044
R101888,R531060
R456348,R957178
R143462,R258562
R947718,R513214
R195466,R411399
R844688,R403800
R476083,R831511
R485635,R715883
R725089,R624627
R624995,R602878
R144027,R885563
R837215,R716919
R734905,R564754
R405847,R980329
R352833,R867111
R579877,R122729
R571168,R302411
R205957,R193218
R659914,R508784
R556589,R334657
R786490,R707577
R309254,R376508
R491536,R339677
R857942,R467793
R341095,R872287
R325227,R994111
R672233,R406350
R554553,R717565
R893860,R964743
R653816,R732000
R186949,R746120
R737235,R224487
R472302,R709574
R520401,R816454
R578602,R978660
R619630,R935103
R193031,R330131
R643297,R144879
R767046,R744125
R355025,R841060
R313592,R145721
R668765,R231408
R893590,R340041
R967803,R567013
R405510,R297924
R999404,R411135
R947194,R518000
R884362,R711567
R256837,R949958
R556778,R422450
R912436,R248082
R872557,R171189
R136155,R791527
R188514,R465704
R903046,R491532
R975057,R292241
R863788,R528935
R106776,R365928
R701118,R172672
R595687,R685616
R165936,R591443
R228399,R303571
R507736,R385473
R654341,R876758
R454363,R491859
R782772,R707392
R786291,R193633
R607751,R667726
R401256,R112043
R974522,R790307
R955233,R846117
R897996,R383173
R492768,R125695
R468524,R333034
R508759,R967347
R202164,R788583
R683668,R413969
R697218,R165061
R253070,R931329
R803669,R369701
R321593,R671083
R869640,R484414
R304788,R421308
R332563,R434286
R357116,R357584
R884930,R131939
R853436,R658965
R391829,R264957
R519331,R401670
R118774,R236205
R186619,R115342
R544262,R728255
R262968,R210320
R140168,R484727
R771669,R844134
R490679,R375638
R969037,R885698
R989724,R756835
R655044,R567024
R127312,R555366
R743287,R431192
R415411,R242866
R403767,R262913
R201977,R834785
R111807,R755102
R151699,R143841
R797023,R756628
R223187,R443676
R373561,R893853
R982077,R803525
R278572,R628645
R272661,R173397
R132616,R301173
R197026,R213777
R544570,R683264
R327088,R605736
R133193,R492712
R875687,R302138
R682779,R936256
R622380,R903416
R452778,R854643
R730430,R810643
R982157,R284677
R734231,R226501
R869278,R289603
R844968,R142669
R381018,R947933
R894923,R533822
R795093,R828536
R734171,R499067
R219585,R100792
R826684,R331544
R673607,R478903
R493011,R794095
R788103,R830338
R486172,R863128
R415002,R354253
R316120,R426147
R951827,R327428
R990980,R135620
R452388,R489046
R561231,R793191
R455159,R750300
R649078,R202841
R183857,R838370
R933714,R680008
R483238,R728266
R334721,R604006
R598236,R592954
R210159,R500882
R817214,R519712
R662575,R412629
R933956,R584921
R428716,R671903
R961514,R446228
R624768,R845308
R446368,R615085
R364749,R811262
R755624,R251596
R457942,R438753
R186108,R655465
R376153,R435336
R237426,R719945
R748256,R907204
R679605,R456273
R400724,R278656
R959813,R526431
R855122,R837457
R261111,R425596
R319189,R718783
R602187,R146339
R374338,R245880
R112700,R604039
R913822,R531269
R928345,R114145
R758819,R844026
R832116,R161619
R217637,R499550
R371661,R658909
R847088,R663851
R533945,R881830
R699351,R686704
R373597,R676139
R774989,R208969
R588116,R370379
R268023,R591546
R764995,R769515
R993472,R382714
R334304,R560507
R380354,R787306
R859962,R491268
R986403,R427044
R567061,R228152
R319835,R545975
R255266,R859349
R215167,R607154
R904741,R316107
R996052,R590693
R559520,R402318
R382669,R613379
R303421,R472136
R473223,R140056
R938970,R328666
R216031,R824695
R936302,R237510
R417422,R690711
R269616,R871114
R829057,R490276
R689450,R620609
R230233,R939570
R866340,R555558
R799478,R101665
R323481,R266183
R656772,R411078
R601824,R812163
R774356,R591094
R960886,R936073
R339194,R543403
R613910,R838678
R347015,R535615
R854897,R627688
R361901,R169860
R953833,R488593
R308643,R652915
R799595,R635920
R146086,R534261
R109251,R238178
R551538,R648346
R627846,R393685
R367531,R370121
R897369,R550201
R559075,R206863
R393100,R698835
R497535,R505629
R755396,R927728
R938640,R139519
R673159,R627068
R269678,R299606
R616778,R174858
R807810,R274744
R232645,R559861
R977440,R252397
R769757,R241202
R909487,R251015
R218237,R560630
R286062,R253652
R947698,R424253
R175002,R912997
R550342,R928348
R883308,R975803
R768280,R777583
R108399,R249219
R559831,R598579
R924920,R551427
R943796,R582429
R503341,R661452
R647308,R457815
R329918,R903631
R376522,R436264
R207438,R314481
R879692,R348589
R851727,R932106
R291320,R244449
R286533,R209426
R475326,R349183
R905814,R841557
R881211,R380743
R925162,R664079
R470540,R855996
R315255,R580942
R251177,R690982
R179079,R297177
R184559,R623822
R559423,R609965
R309401,R436278
R569055,R696959
R139528,R343075
R585229,R788574
R965210,R359965
R603340,R151439
R750301,R842026
R896592,R219663
R481414,R959836
R437103,R698442
R144646,R315079
R159265,R263308
R311824,R156268
R596777,R517039
R649508,R440994
R265227,R542328
R704353,R271012
R133803,R933488
R573858,R789963
R816203,R715355
R945227,R630930
R631600,R722644
R676101,R153885
R911714,R766519
R255242,R201292
R612631,R436860
R298465,R876129
R181228,R514370
R850643,R361592
R268520,R765502
R445317,R927456
R568516,R776535
R900559,R154634
R602306,R345439
R464636,R866206
R475036,R661552
R968781,R839074
R990178,R187018
R284808,R658647
R658785,R606193
R212613,R319959
R759072,R845368
R543621,R536761
R380984,R341269
R822715,R663502
R823792,R830805
R958958,R927874
R910007,R353382
R632800,R770785
R270274,R973934
R668566,R219880
R802918,R815471
R468764,R212834
R861925,R105925
R538989,R140238
R855416,R319422
R596242,R294792
R572422,R761428
R522372,R172896
R691258,R509269
R782707,R832139
R282275,R824020
R606921,R206488
R929186,R980657
R235513,R938324
R725502,R947004
R409636,R935341
R620164,R663605
R895561,R443799
R480251,R700377
R341892,R790974
R952303,R776622
R537484,R288748
R499687,R563560
R955553,R843850
R688598,R196467
R490358,R354919
R415820,R197651
R612404,R726120
R664753,R371351
R671687,R561256
R235151,R798950
R308671,R291922
R440732,R322624
R119648,R647262
R187009,R713511
R942593,R911913
R765793,R638625
R626855,R151907
R838773,R658947
R859848,R932356
R429305,R427989
R315555,R660094
R242769,R993800
R582652,R192083
R858789,R836820
R924586,R613613
R241680,R599927
R149021,R960488
R918515,R452053
R328282,R431308
R414686,R769430
R210773,R603777
R691978,R849054
R981133,R981765
R312724,R845829
R989030,R567853
R134285,R258427
R935070,R921779
R201341,R702118
R250310,R110589
R245207,R447013
R571150,R998722
R542742,R338236
R550955,R794933
R723727,R854986
R850339,R968631
R423580,R941831
R378073,R563122
R143033,R577567
R981074,R637067
R943765,R258409
R667429,R578549
R188668,R536895
R348846,R554556
R428502,R661284
R700669,R676665
R315091,R916564
R466164,R244198
R546008,R727657
R529270,R445127
R652313,R730111
R480876,R517870
R914338,R606716
R208560,R438962
R146380,R170764
R220651,R761793
R669736,R583989
R560175,R428239
R996832,R216700
R212469,R303974
R710110,R749079
R721780,R992532
R304975,R572077
R445837,R939831
R370973,R709945
R274732,R299747
R159795,R428391
R504617,R265181
R237092,R426758
R237313,R492578
R529914,R436601
R126410,R161748
R939471,R776823
R810117,R752666
R708869,R415385
R194135,R504334
R721270,R629608
R239966,R344653
R801501,R556041
R405137,R601241
R803620,R698111
R730554,R302118
R931326,R597726
R937095,R219987
R362731,R125737
R270488,R678732
R900072,R361058
R112414,R154363
R308795,R442226
R778538,R380466
R416998,R140340
R776941,R876269
R399591,R920601
R724817,R940985
R418984,R620716
R852448,R682441
R930950,R516631
R654243,R180484
R730508,R671368
R907735,R267794
R189814,R957637
R220929,R318440
R443247,R521512
R512807,R665564
R947512,R839654
R230910,R687322
R740080,R241234
R803342,R622674
R365678,R777524
R466712,R306606
R621221,R577544
R665551,R180168
R430515,R380821
R683789,R845108
R170668,R120567
R985710,R720432
R650262,R312658
R112723,R743366
R210908,R105784
R998039,R616804
R591797,R844077
R286398,R398047
R964205,R294365
R273538,R772343
R922594,R240254
R539950,R314767
R700804,R379104
R150088,R483456
R148019,R958471
R846571,R800965
R984338,R623538
R280595,R318407
R444164,R715278
R336853,R498312
R444729,R483526
R235689,R522349
R346047,R665109
R862458,R610291
R308294,R184292
R381173,R159355
R101320,R341706
R243067,R531238
R500949,R266984
R833326,R972354
R709459,R863022
R412500,R534739
R137436,R191357
R691981,R507072
R851584,R497698
R182301,R734504
R971943,R758701
R863284,R865331
R269455,R658187
R407708,R403933
R620888,R652909
R165657,R720655
R224142,R385494
R472132,R432474
R484904,R935200
R307007,R386420
R284400,R432854
R374791,R946518
R102099,R430340
R127880,R576220
R808724,R427450
R927820,R826099
R494983,R695771
R113985,R453872
R435213,R968472
R607308,R451656
R133471,R526514
R214205,R602654
R409122,R660385
R638478,R915288
R213927,R911793
R590136,R267413
R839241,R332427
R883894,R841176
R840639,R559898
R930734,R928786
R674093,R793988
R314770,R753353
R394067,R325531
R475027,R979731
R223993,R532352
R931067,R726782
R461812,R393373
R210956,R367402
R320094,R836590
R943591,R146993
R541456,R916572
R703168,R745045
R477179,R472494
R789722,R168539
R711610,R475025
R646320,R637112
R683157,R126005
R630460,R167903
R966643,R337085
R394914,R713012
R786788,R833612
R258183,R725143
R157596,R438134
R543150,R441811
R297939,R965104
R918783,R245284
R611053,R767743
R794725,R567963
R763320,R931598
R252944,R549531
R155098,R867034
R671291,R369780
R756337,R459812
R171757,R149216
R784179,R408440
R701549,R870387
R552421,R527188
R258936,R800032
R558516,R874666
R349823,R346440
R466843,R984705
R806904,R866472
R894229,R880967
R960429,R588813
R138518,R758965
R177122,R494533
R710101,R620772
R994686,R869189
R484215,R983629
R311196,R812856
R616924,R739593
R996276,R991241
R686580,R465064
R111391,R777718
R216087,R569322
R204163,R332495
R535601,R144584
R539781,R728486
R962882,R765205
R254941,R152608
R203608,R182884
R766498,R341184
R682002,R356669
R278426,R730247
R144884,R473490
R767558,R102087
R354000,R484300
R244245,R691461
R401669,R668680
R675158,R401088
R946667,R234610
R380529,R654858
R791154,R809667
R614189,R310371
R164179,R691554
R903309,R656964
R935876,R753440
R550332,R107903
R525078,R595072
R606820,R931312
R229578,R832861
R605166,R423275
R532893,R321783
R192587,R960955
R752080,R567648
R871017,R924393
R793330,R499638
R795732,R820811
R735886,R818245
R487695,R942018
R267160,R587203
R205567,R111306
R209444,R224164
R330782,R954263
R563574,R575481
R101986,R555119
R177014,R993238
R567761,R648778
R421193,R312192
R430022,R829956
R477217,R776326
R201464,R675534
R294860,R472906
R444650,R150499
R507235,R676971
R275491,R954951
R456742,R494451
R735582,R154865
R854890,R662935
R707813,R425083
R738255,R316189
R989550,R969188
R658582,R828282
R737237,R316705
R748805,R672324
R153521,R523571
R802580,R603866
R209000,R537831
R939515,R897095
R931282,R451085
R971866,R857514
R760758,R583435
R183970,R685614
R399849,R244877
R590880,R212285
R911689,R611076
R883181,R677014
R102570,R963965
R696784,R960495
R271800,R280597
R249114,R860599
R973204,R379930
R984698,R367408
R253582,R808523
R634720,R548589
R301413,R702917
R943715,R221247
R708996,R447680
R739759,R329132
R659323,R525913
R175078,R917824
R231854,R365358
R373142,R590778
R715293,R706973
R928380,R467934
R257208,R224145
R633951,R205037
R650918,R709181
R807854,R302057
R482003,R903044
R641602,R772059
R681867,R133484
R347936,R323817
R367177,R531803
R445587,R809497
R433238,R152956
R506109,R389684
R634591,R559900
R722631,R821234
R106819,R164613
R589424,R603348
R433753,R201276
R939557,R240928
R442483,R405527
R353044,R722385
R997871,R605392
R280654,R213133
R240439,R682375
R391154,R843529
R159269,R472939
R579897,R623475
R631640,R975411
R339754,R907961
R793488,R170338
R339224,R338499
R600109,R384935
R640396,R541181
R863331,R188623
R693324,R555736
R885602,R264978
R739000,R995374
R914057,R387888
R454117,R944694
R382619,R343123
R120188,R276000
R177857,R195512
R168631,R590431
R539793,R363358
R771273,R751096
R566863,R815669
R960699,R412033
R222025,R723975
R160405,R122860
R994915,R923486
R483773,R610356
R408784,R538542
R883175,R172963
R144759,R765042
R707475,R534799
R632381,R762438
R962162,R496336
R421985,R163391
R580343,R528946
R618167,R506186
R608339,R996607
R907857,R203913
R914362,R936631
R393230,R798724
R778085,R737918
R730521,R218485
R257433,R844168
R479924,R805373
R839624,R107161
R699240,R655158
R962016,R264526
R266055,R372076
R688881,R229515
R693263,R209174
R954975,R479487
R859163,R374243
R542860,R849605
R927991,R215394
R511075,R394559
R212083,R195313
R232478,R935534
R507940,R232267
R974974,R955608
R581964,R614790
R890015,R908321
R579921,R899266
R530928,R625645
R694519,R828588
R476371,R152960
R390528,R840851
R286687,R665009
R186891,R976552
R751761,R311115
R911588,R681635
R724556,R290441
R772282,R364992
R580279,R870352
R814877,R959476
R728888,R946924
R510175,R971089
R203778,R757223
R346337,R101742
R724465,R220560
R723535,R918486
R170413,R768260
R141337,R440504
R800192,R696686
R617214,R993342
R985203,R739206
R788051,R212423
R768356,R694916
R837093,R518305
R463884,R263593
R963741,R594859
R997654,R948351
R867522,R470431
R154102,R564177
R908211,R623894
R656986,R442075
R740371,R547751
R905021,R724387
R327288,R383340
R521167,R751256
R737173,R336754
R670962,R201634
R236793,R745985
R429486,R546973
R381977,R156559
R485074,R751535
R612179,R259417
R687094,R883257
R957084,R849222
R999117,R176993
R239404,R788083
R752040,R556358
R531557,R205205
R789344,R855817
R231643,R288431
R569422,R993195
R846034,R612340
R970228,R353647
R631560,R414923
R914809,R457341
R479104,R900479
R435534,R528445
R795761,R285474
R168871,R148264
R458503,R187290
R572159,R966868
R382444,R342221
R137058,R758639
R526939,R150942
R730257,R778619
R148647,R979404
R536523,R212079
R620038,R126682
R735883,R598093
R684097,R604065
R654776,R370430
R627643,R797289
R158236,R418631
R575262,R463901
R959766,R631260
R385033,R437102
R925238,R682893
R449891,R284982
R328757,R799984
R135483,R308831
R410293,R400664
R318336,R237217
R491634,R950493
R213802,R753347
R610634,R527437
R393931,R163664
R560174,R171260
R784989,R469745
R230588,R369386
R263378,R686628
R475004,R178351
R880719,R443397
R568103,R459951
R118728,R860874
R891529,R129008
R627556,R886776
R669451,R851657
R851713,R445304
R615016,R846793
R912876,R171466
R946949,R697418
